0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:27:01 +0530] "GET / HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:50:23 +0530] "GET /api/ce/component?componentKey=ABCD HTTP/1.1" 200 12 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADj"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:50:29 +0530] "GET /api/ce/component?componentKey=ABCD HTTP/1.1" 200 12 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADk"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:50:34 +0530] "POST /api/authentication/login?login=0dae479dbda4395b2cc9464fc3132efbb80f993f HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADl"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:50:35 +0530] "GET /api/ce/component?componentKey=ABCD HTTP/1.1" 200 12 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADm"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:50:35 +0530] "POST /api/authentication/login?login=0dae479dbda4395b2cc9464fc3132efbb80f993f HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADn"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:50:36 +0530] "POST /api/authentication/login?login=0dae479dbda4395b2cc9464fc3132efbb80f993f HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADo"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:50:50 +0530] "POST /api/authentication/login?login=admin&password=0dae479dbda4395b2cc9464fc3132efbb80f993f HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADp"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:50:51 +0530] "POST /api/authentication/login?login=admin&password=0dae479dbda4395b2cc9464fc3132efbb80f993f HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADq"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:50:52 +0530] "POST /api/authentication/login?login=admin&password=0dae479dbda4395b2cc9464fc3132efbb80f993f HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADr"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:50:57 +0530] "POST /api/authentication/login?login=admin&password=admion HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADs"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:51:01 +0530] "POST /api/authentication/login?login=admin&password=admin HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADt"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:51:07 +0530] "POST /api/authentication/login?login=admin&password=admin HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADu"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:51:08 +0530] "POST /api/authentication/login?login=admin&password=admin HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAADv"
127.0.0.1 - - [06/Dec/2017:14:53:59 +0530] "GET /batch/index HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAADw"
127.0.0.1 - - [06/Dec/2017:14:54:00 +0530] "GET /api/settings/values.protobuf HTTP/1.1" 200 3768 "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAADx"
127.0.0.1 - - [06/Dec/2017:14:54:01 +0530] "GET /api/plugins/installed HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAADy"
127.0.0.1 - - [06/Dec/2017:14:54:04 +0530] "GET /batch/project.protobuf?key=ABCD HTTP/1.1" 200 9 "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAADz"
127.0.0.1 - - [06/Dec/2017:14:54:04 +0530] "GET /api/qualityprofiles/search.protobuf?projectKey=ABCD HTTP/1.1" 200 926 "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD0"
127.0.0.1 - - [06/Dec/2017:14:54:05 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkNkzr-QASG3T4i8X&p=1&ps=500 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD1"
127.0.0.1 - - [06/Dec/2017:14:54:06 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkNtIr-QASG3T4jD3&p=1&ps=500 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD2"
127.0.0.1 - - [06/Dec/2017:14:54:06 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkOHLr-QASG3T4jJd&p=1&ps=500 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD3"
127.0.0.1 - - [06/Dec/2017:14:54:06 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkODlr-QASG3T4jIe&p=1&ps=500 HTTP/1.1" 200 288 "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD4"
127.0.0.1 - - [06/Dec/2017:14:54:07 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkOQmr-QASG3T4jPD&p=1&ps=500 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD5"
127.0.0.1 - - [06/Dec/2017:14:54:07 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkOXAr-QASG3T4jRC&p=1&ps=500 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD6"
127.0.0.1 - - [06/Dec/2017:14:54:07 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkOnLr-QASG3T4jTz&p=1&ps=500 HTTP/1.1" 200 7509 "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD7"
127.0.0.1 - - [06/Dec/2017:14:54:07 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkOsRr-QASG3T4jU3&p=1&ps=500 HTTP/1.1" 200 7450 "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD8"
127.0.0.1 - - [06/Dec/2017:14:54:07 +0530] "GET /api/metrics/search?f=name,description,direction,qualitative,custom&ps=500&p=1 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD9"
127.0.0.1 - - [06/Dec/2017:14:54:09 +0530] "GET /api/rules/list.protobuf HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD+"
127.0.0.1 - - [06/Dec/2017:14:54:20 +0530] "POST /api/ce/submit?projectKey=ABCD HTTP/1.1" 200 44 "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAD/"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:38 +0530] "POST /api/users/skip_onboarding_tutorial HTTP/1.1" 204 - "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEA"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:42 +0530] "GET /projects HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEB"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:45 +0530] "GET /api/l10n/index?locale=en-GB&ts=2017-12-06T08%3A55%3A58%2B0000 HTTP/1.1" 304 - "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEC"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:45 +0530] "GET /api/system/status HTTP/1.1" 200 67 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAED"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:45 +0530] "GET /api/users/current HTTP/1.1" 200 309 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEF"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:45 +0530] "GET /api/languages/list HTTP/1.1" 200 247 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEH"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:45 +0530] "GET /favicon.ico HTTP/1.1" 200 5430 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEE"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:45 +0530] "GET /api/navigation/global HTTP/1.1" 200 574 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEG"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:45 +0530] "GET /api/components/search_projects?filter=isFavorite&ps=1 HTTP/1.1" 200 77 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEI"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:46 +0530] "GET /api/components/search_projects?ps=50&facets=reliability_rating%2Csecurity_rating%2Csqale_rating%2Ccoverage%2Cduplicated_lines_density%2Cncloc%2Calert_status%2Clanguages%2Ctags&f=analysisDate%2CleakPeriodDate HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEJ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:46 +0530] "GET /api/organizations/search?organizations=default-organization HTTP/1.1" 200 144 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEL"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:54:46 +0530] "GET /api/measures/search?projectKeys=ABCD%2CDemo1&metricKeys=alert_status%2Cbugs%2Creliability_rating%2Cvulnerabilities%2Csecurity_rating%2Ccode_smells%2Csqale_rating%2Cduplicated_lines_density%2Ccoverage%2Cncloc%2Cncloc_language_distribution HTTP/1.1" 200 684 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEK"
127.0.0.1 - - [06/Dec/2017:14:55:06 +0530] "GET /batch/index HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAEM"
127.0.0.1 - - [06/Dec/2017:14:55:07 +0530] "GET /api/settings/values.protobuf HTTP/1.1" 401 - "-" "ScannerCli/3.0.3.778" "AWArCdF9N+5jK5UPAAEN"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:12:35 +0530] "GET /api/components/show?component=ABCD HTTP/1.1" 200 240 "http://localhost:9000/dashboard?id=ABCD" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEP"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:12:35 +0530] "GET /api/navigation/component?componentKey=ABCD HTTP/1.1" 200 815 "http://localhost:9000/dashboard?id=ABCD" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEO"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:12:35 +0530] "GET /api/project_branches/list?project=ABCD HTTP/1.1" 200 138 "http://localhost:9000/dashboard?id=ABCD" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEQ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:12:35 +0530] "GET /api/ce/component?componentKey=ABCD HTTP/1.1" 200 476 "http://localhost:9000/dashboard?id=ABCD" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAER"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:12:35 +0530] "GET /api/measures/component?additionalFields=metrics%2Cperiods&componentKey=ABCD&metricKeys=alert_status%2Cquality_gate_details%2Cbugs%2Cnew_bugs%2Creliability_rating%2Cnew_reliability_rating%2Cvulnerabilities%2Cnew_vulnerabilities%2Csecurity_rating%2Cnew_security_rating%2Ccode_smells%2Cnew_code_smells%2Csqale_rating%2Cnew_maintainability_rating%2Csqale_index%2Cnew_technical_debt%2Ccoverage%2Cnew_coverage%2Cnew_lines_to_cover%2Ctests%2Cduplicated_lines_density%2Cnew_duplicated_lines_density%2Cduplicated_blocks%2Cncloc%2Cncloc_language_distribution%2Cprojects%2Cnew_lines HTTP/1.1" 200 - "http://localhost:9000/dashboard?id=ABCD" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAES"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:12:35 +0530] "GET /api/metrics/search?ps=9999 HTTP/1.1" 200 - "http://localhost:9000/dashboard?id=ABCD" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEU"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:12:35 +0530] "GET /api/project_links/search?projectKey=ABCD HTTP/1.1" 200 12 "http://localhost:9000/dashboard?id=ABCD" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEY"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:12:36 +0530] "GET /api/project_analyses/search?project=ABCD&ps=3 HTTP/1.1" 200 212 "http://localhost:9000/dashboard?id=ABCD" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAET"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:12:36 +0530] "GET /api/rules/search?qprofile=AWAqkNtIr-QASG3T4jD3&activation=true&statuses=DEPRECATED&ps=1 HTTP/1.1" 200 35 "http://localhost:9000/dashboard?id=ABCD" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEV"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:12:36 +0530] "GET /api/rules/search?qprofile=AWAqkODlr-QASG3T4jIe&activation=true&statuses=DEPRECATED&ps=1 HTTP/1.1" 200 35 "http://localhost:9000/dashboard?id=ABCD" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEW"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:12:36 +0530] "GET /api/measures/search_history?component=ABCD&metrics=sqale_index%2Cduplicated_lines_density%2Cncloc%2Ccoverage%2Cbugs%2Ccode_smells%2Cvulnerabilities&ps=1000 HTTP/1.1" 200 667 "http://localhost:9000/dashboard?id=ABCD" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEX"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:24:45 +0530] "POST /api/authentication/login?login=admin&password=admin HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEZ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:24:46 +0530] "POST /api/authentication/login?login=admin&password=admi HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEa"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:24:48 +0530] "POST /api/authentication/login?login=admin&password=admin HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEb"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:25:07 +0530] "POST /api/authentication/login HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEc"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:25:10 +0530] "POST /api/authentication/login HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEd"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:25:21 +0530] "GET /api/authentication/validate HTTP/1.1" 200 14 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEe"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:25:25 +0530] "GET /api/authentication/validate HTTP/1.1" 200 14 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEf"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:25:26 +0530] "GET /api/authentication/validate HTTP/1.1" 200 14 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEg"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:25:30 +0530] "GET /api/authentication/validate HTTP/1.1" 200 14 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEh"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:27:49 +0530] "POST /api/projects/create?name=EFGH&project=EFGH HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEi"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:28:17 +0530] "POST /api/projects/create?name=EFGH&project=EFGH&login=admin&password=admin HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEj"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:28:20 +0530] "POST /api/projects/create?name=EFGH&project=EFGH&login=admin&password=admin HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEk"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:28:21 +0530] "POST /api/projects/create?name=EFGH&project=EFGH&login=admin&password=admin HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEl"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:28:38 +0530] "POST /api/projects/create?login=admin&password=admin&name=EFGH&project=EFGH HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEm"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:28:52 +0530] "POST /api/projects/create?login=admin&password=admin&name=EFGH&project=EFGH HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEn"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:28:53 +0530] "POST /api/projects/create?login=admin&password=admin&name=EFGH&project=EFGH HTTP/1.1" 401 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEo"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:29:25 +0530] "GET /api/webservices/response_example?controller=api%2Fprojects&action=create HTTP/1.1" 200 149 "http://localhost:9000/web_api/api/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEp"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:29:26 +0530] "GET /api/webservices/response_example?controller=api%2Fprojects&action=create HTTP/1.1" 200 149 "http://localhost:9000/web_api/api/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEq"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:15:30:06 +0530] "POST /api/authentication/login?login=admin&password=admin HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAEr"
